"Publisher","ISSN","eISSN","JIF","Publication Year"
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0018-9464","1941-0069",1.243,2016
"AMER CHEMICAL SOC","0163-3864","1520-6025",3.281,2016
"AMER CHEMICAL SOC","0163-3864","1520-6025",3.281,2016
"AMER CHEMICAL SOC","0163-3864","1520-6025",3.281,2016
"WILEY-BLACKWELL","0001-1541","1547-5905",2.836,2016
"ELSEVIER SCIENCE SA","0045-7825","1879-2138",3.949,2016
"ELSEVIER SCIENCE SA","0045-7825","1879-2138",3.949,2016
"ELSEVIER SCIENCE SA","0045-7825","1879-2138",3.949,2016
"ELSEVIER IRELAND LTD","0021-9150","1879-1484",4.239,2016
"ELSEVIER IRELAND LTD","0021-9150","1879-1484",4.239,2016
"PERGAMON-ELSEVIER SCIENCE LTD","0079-6700","1873-1619",25.766,2016
"PERGAMON-ELSEVIER SCIENCE LTD","0278-6915","1873-6351",3.778,2016
"PERGAMON-ELSEVIER SCIENCE LTD","0278-6915","1873-6351",3.778,2016
"PUBLIC LIBRARY SCIENCE","1549-1676","1549-1676",11.862,2016
"MOSBY-ELSEVIER","0016-5107","1097-6779",6.501,2016
"SPRINGER","0018-8158","1573-5117",2.056,2016
"ELSEVIER SCIENCE BV","0039-6028","1879-2758",2.062,2016
"ELSEVIER SCIENCE BV","0039-6028","1879-2758",2.062,2016
"AMER SOC BIOCHEMISTRY MOLECULAR BIOLOGY INC","0022-2275","1539-7262",4.81,2016
"WILEY-BLACKWELL","0007-1323","1365-2168",5.899,2016
"ELSEVIER SCIENCE BV","0167-2738","1872-7689",2.354,2016
"ELSEVIER SCIENCE BV","0167-2738","1872-7689",2.354,2016
"PERGAMON-ELSEVIER SCIENCE LTD","0025-326X","1879-3363",3.146,2016
"PERGAMON-ELSEVIER SCIENCE LTD","0025-326X","1879-3363",3.146,2016
"PERGAMON-ELSEVIER SCIENCE LTD","0020-7683","1879-2146",2.76,2016
"ELSEVIER SCI LTD","0263-8223","1879-1085",3.858,2016
"AMER PSYCHOLOGICAL ASSOC","0022-006X","1939-2117",4.593,2016
"ELSEVIER SCIENCE SA","0043-1648","1873-2577",2.531,2016
"ELSEVIER SCIENCE SA","0043-1648","1873-2577",2.531,2016
"J RHEUMATOL PUBL CO","0315-162X","1499-2752",3.15,2016
"AMER ASSOC ADVANCEMENT SCIENCE","1946-6234","1946-6242",16.761,2016
"AMER ASSOC ADVANCEMENT SCIENCE","1946-6234","1946-6242",16.761,2016
"WILEY-V C H VERLAG GMBH","1614-6832","1614-6840",16.721,2016
"WILEY-V C H VERLAG GMBH","1614-6832","1614-6840",16.721,2016
"WILEY-V C H VERLAG GMBH","1614-6832","1614-6840",16.721,2016
"WILEY-V C H VERLAG GMBH","1614-6832","1614-6840",16.721,2016
"WILEY-V C H VERLAG GMBH","1614-6832","1614-6840",16.721,2016
"WILEY-BLACKWELL","0277-6715","1097-0258",1.861,2016
"WILEY-BLACKWELL","0277-6715","1097-0258",1.861,2016
"WILEY-BLACKWELL","0277-6715","1097-0258",1.861,2016
"WILEY-BLACKWELL","0277-6715","1097-0258",1.861,2016
"WILEY-BLACKWELL","0277-6715","1097-0258",1.861,2016
"ELSEVIER SCIENCE INC","0096-3003","1873-5649",1.738,2016
"OXFORD UNIV PRESS","0008-6363","1755-3245",5.878,2016
"ELSEVIER SCI LTD","0260-8774","1873-5770",3.099,2016
"ELSEVIER SCI LTD","0260-8774","1873-5770",3.099,2016
"OXFORD UNIV PRESS INC","0006-3363","1529-7268",3.432,2016
"WILEY-BLACKWELL","1600-6135","1600-6143",6.165,2016
"WILEY-BLACKWELL","1600-6135","1600-6143",6.165,2016
"WILEY-BLACKWELL","0022-1147","1750-3841",1.815,2016
"SOIL SCI SOC AMER","0361-5995","1435-0661",1.844,2016
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0018-9383","1557-9646",2.605,2016
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0018-9383","1557-9646",2.605,2016
"NATURE PUBLISHING GROUP","0307-0565","1476-5497",5.487,2016
"NATURE PUBLISHING GROUP","0307-0565","1476-5497",5.487,2016
"ACADEMIC PRESS INC ELSEVIER SCIENCE","0022-4596","1095-726X",2.299,2016
"ACADEMIC PRESS INC ELSEVIER SCIENCE","0022-4596","1095-726X",2.299,2016
"AMER SOC NEURORADIOLOGY","0195-6108","1936-959X",3.55,2016
"AMER SOC NEURORADIOLOGY","0195-6108","1936-959X",3.55,2016
"AMER SOC NEURORADIOLOGY","0195-6108","1936-959X",3.55,2016
"W B SAUNDERS CO-ELSEVIER INC","0272-6386","1523-6838",7.623,2016
"ELSEVIER SCIENCE BV","0378-4371","1873-2119",2.243,2016
"MOSBY-ELSEVIER","0002-8703","1097-6744",4.436,2016
"OXFORD UNIV PRESS","0143-3334","1460-2180",5.105,2016
"ELSEVIER SCIENCE BV","0168-1605","1879-3460",3.339,2016
"ELSEVIER SCIENCE BV","0168-1605","1879-3460",3.339,2016
"WILEY-BLACKWELL","0014-2980","1521-4141",4.227,2016
"ELSEVIER SCIENCE BV","1387-1811","1873-3093",3.615,2016
"ELSEVIER SCIENCE BV","1387-1811","1873-3093",3.615,2016
"ELSEVIER SCIENCE BV","1387-1811","1873-3093",3.615,2016
"ELSEVIER SCIENCE BV","1387-1811","1873-3093",3.615,2016
"WILEY-BLACKWELL","0023-852X","1531-4995",2.471,2016
"WILEY-BLACKWELL","0023-852X","1531-4995",2.471,2016
"PUBLIC LIBRARY SCIENCE","1553-734X","1553-7358",4.542,2016
"PUBLIC LIBRARY SCIENCE","1553-734X","1553-7358",4.542,2016
"EPL ASSOCIATION, EUROPEAN PHYSICAL SOCIETY","0295-5075","1286-4854",1.957,2016
"CELL PRESS","1934-5909","1875-9777",23.394,2016
"CELL PRESS","1934-5909","1875-9777",23.394,2016
"ELSEVIER SCIENCE INC","1388-2481","1873-1902",4.396,2016
"SPRINGER BASEL AG","1420-682X","1420-9071",5.788,2016
"SPRINGER BASEL AG","1420-682X","1420-9071",5.788,2016
"WILEY-BLACKWELL","0022-3549","1520-6017",2.713,2016
"WILEY-BLACKWELL","0022-3549","1520-6017",2.713,2016
"WILEY-BLACKWELL","0022-3549","1520-6017",2.713,2016
"CAMBRIDGE UNIV PRESS","0033-2917","1469-8978",5.23,2016
"CAMBRIDGE UNIV PRESS","0033-2917","1469-8978",5.23,2016
"CAMBRIDGE UNIV PRESS","0033-2917","1469-8978",5.23,2016
"CAMBRIDGE UNIV PRESS","0033-2917","1469-8978",5.23,2016
"AMER CHEMICAL SOC","1535-3893","1535-3907",4.268,2016
"BMJ PUBLISHING GROUP","0040-6376","1468-3296",8.272,2016
"BIOMED CENTRAL LTD","1471-2407","1471-2407",3.288,2016
"AMER CHEMICAL SOC","0021-9568","1520-5134",2.323,2016
"AMER CHEMICAL SOC","0021-9568","1520-5134",2.323,2016
"AMER CHEMICAL SOC","0021-9568","1520-5134",2.323,2016
"AMER PSYCHOLOGICAL ASSOC","0003-066X","1935-990X",6.681,2016
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0018-9480","1557-9670",2.897,2016
"ELSEVIER SCIENCE INC","0003-9861","1096-0384",3.165,2016
"ELSEVIER SCIENCE INC","0003-9861","1096-0384",3.165,2016
"ROYAL SOC CHEMISTRY","2050-7526","2050-7534",5.256,2016
"ROYAL SOC CHEMISTRY","2050-7526","2050-7534",5.256,2016
"ELSEVIER SCIENCE BV","1570-0232","1873-376X",2.603,2016
"ELSEVIER SCIENCE BV","1570-0232","1873-376X",2.603,2016
"WILEY-BLACKWELL","0887-624X","1099-0518",2.952,2016
"ELSEVIER SCIENCE INC","0090-4295","1527-9995",2.309,2016
"LIPPINCOTT WILLIAMS & WILKINS","0269-9370","1473-5571",5.019,2016
"LIPPINCOTT WILLIAMS & WILKINS","0269-9370","1473-5571",5.019,2016
"LIPPINCOTT WILLIAMS & WILKINS","0269-9370","1473-5571",5.019,2016
"OXFORD UNIV PRESS INC","0033-5533","1531-4650",6.662,2016
"ELSEVIER SCIENCE INC","8756-3282","1873-2763",4.14,2016
"WILEY-BLACKWELL","1066-5099","1549-4918",5.599,2016
"WILEY-BLACKWELL","1066-5099","1549-4918",5.599,2016
"WILEY-BLACKWELL","1066-5099","1549-4918",5.599,2016
"WILEY-BLACKWELL","1066-5099","1549-4918",5.599,2016
"WILEY-BLACKWELL","1066-5099","1549-4918",5.599,2016
"ELSEVIER SCI LTD","0955-2219","1873-619X",3.454,2016
"MICROBIOLOGY SOC","1466-5026","1466-5034",2.134,2016
"SPRINGER","0040-5752","1432-2242",4.132,2016
"SPRINGER","0040-5752","1432-2242",4.132,2016
"SPRINGER","0040-5752","1432-2242",4.132,2016
"SPRINGER","0040-5752","1432-2242",4.132,2016
"ELSEVIER SCIENCE BV","1383-5866","1873-3794",3.359,2016
"SPRINGER","0930-2794","1432-2218",3.747,2016
"SPRINGER","0014-4819","1432-1106",1.917,2016
"CELL PRESS","2211-1247","2211-1247",8.282,2016
"W B SAUNDERS CO-ELSEVIER INC","0003-9993","1532-821X",3.289,2016
"W B SAUNDERS CO-ELSEVIER INC","0003-9993","1532-821X",3.289,2016
"AMER PHYSIOLOGICAL SOC","0363-6119","1522-1490",2.982,2016
"ELSEVIER SCIENCE BV","0031-0182","1872-616X",2.578,2016
"ELSEVIER SCIENCE BV","0031-0182","1872-616X",2.578,2016
"ELSEVIER SCIENCE BV","0031-0182","1872-616X",2.578,2016
"WILEY-BLACKWELL","0030-1299","1600-0706",4.03,2016
"WILEY-V C H VERLAG GMBH","1615-4150","1615-4169",5.646,2016
"WILEY-V C H VERLAG GMBH","1615-4150","1615-4169",5.646,2016
"PERGAMON-ELSEVIER SCIENCE LTD","0149-7634","1873-7528",8.299,2016
"PERGAMON-ELSEVIER SCIENCE LTD","0149-7634","1873-7528",8.299,2016
"WILEY-BLACKWELL","0140-7791","1365-3040",6.173,2016
"ELSEVIER SCIENCE BV","1381-1169","1873-314X",4.211,2016
"LIPPINCOTT WILLIAMS & WILKINS","0147-5185","1532-0979",5.363,2016
"LIPPINCOTT WILLIAMS & WILKINS","0147-5185","1532-0979",5.363,2016
"SPRINGER/PLENUM PUBLISHERS","0724-8741","1573-904X",3.002,2016
"SPRINGER/PLENUM PUBLISHERS","0724-8741","1573-904X",3.002,2016
"AMER PHYSIOLOGICAL SOC","0193-1849","1522-1555",4.142,2016
"AMER PHYSIOLOGICAL SOC","0193-1849","1522-1555",4.142,2016
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0733-8724","1558-2213",3.671,2016
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0733-8724","1558-2213",3.671,2016
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0733-8724","1558-2213",3.671,2016
"SPRINGER","0342-4642","1432-1238",12.015,2016
"ELSEVIER SCIENCE INC","0197-4580","1558-1497",5.117,2016
"ELSEVIER SCIENCE INC","0197-4580","1558-1497",5.117,2016
"PERGAMON-ELSEVIER SCIENCE LTD","0024-3205","1879-0631",2.936,2016
"PERGAMON-ELSEVIER SCIENCE LTD","0024-3205","1879-0631",2.936,2016
"ACADEMIC PRESS INC ELSEVIER SCIENCE","0022-247X","1096-0813",1.064,2016
"ACADEMIC PRESS INC ELSEVIER SCIENCE","0022-247X","1096-0813",1.064,2016
"WILEY-BLACKWELL","0006-341X","1541-0420",1.329,2016
"WILEY-BLACKWELL","0006-341X","1541-0420",1.329,2016
"WILEY-BLACKWELL","0006-341X","1541-0420",1.329,2016
"ELSEVIER SCIENCE BV","0030-4018","1873-0310",1.588,2016
"ELSEVIER SCIENCE BV","0032-5910","1873-328X",2.942,2016
"PERGAMON-ELSEVIER SCIENCE LTD","0277-3791","1873-457X",4.797,2016
"PERGAMON-ELSEVIER SCIENCE LTD","0277-3791","1873-457X",4.797,2016
"WILEY-BLACKWELL","1369-7412","1467-9868",4.61,2016
"AMER SOC TROP MED & HYGIENE","0002-9637","1476-1645",2.549,2016
"AMER SOC TROP MED & HYGIENE","0002-9637","1476-1645",2.549,2016
"WILEY-BLACKWELL","1462-2912","1462-2920",5.395,2016
"WILEY-BLACKWELL","1464-4096","1464-410X",4.439,2016
"ELSEVIER SCIENCE SA","0022-328X","1872-8561",2.184,2016
"ELSEVIER SCIENCE SA","0022-328X","1872-8561",2.184,2016
"WILEY-BLACKWELL","1051-0761","1939-5582",4.314,2016
"WILEY-BLACKWELL","1051-0761","1939-5582",4.314,2016
"MARY ANN LIEBERT, INC","2152-4947","N/A",3.485,2016
"MARY ANN LIEBERT, INC","2152-4947","N/A",3.485,2016
"MARY ANN LIEBERT, INC","2152-4947","N/A",3.485,2016
"BIOMED CENTRAL LTD","1466-609X","1466-609X",5.358,2016
"ANNUAL REVIEWS","0066-4154","1545-4509",19.939,2016
"ELSEVIER SCIENCE BV","0920-9964","1573-2509",3.986,2016
"ELSEVIER SCIENCE BV","0920-9964","1573-2509",3.986,2016
"AMER ASSOC CANCER RESEARCH","1055-9965","1538-7755",4.142,2016
"AMER ASSOC CANCER RESEARCH","1055-9965","1538-7755",4.142,2016
"ACADEMIC PRESS INC ELSEVIER SCIENCE","0019-1035","1090-2643",3.131,2016
"ACADEMIC PRESS INC ELSEVIER SCIENCE","0014-4886","1090-2430",4.706,2016
"MOSBY-ELSEVIER","0039-6060","N/A",3.904,2016
"AMER PSYCHOLOGICAL ASSOC","0012-1649","1939-0599",3.228,2016
"WILEY-BLACKWELL","0730-7268","1552-8618",2.951,2016
"WILEY-BLACKWELL","0730-7268","1552-8618",2.951,2016
"OXFORD UNIV PRESS","0300-5771","1464-3685",7.738,2016
"ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","0022-5193","1095-8541",2.113,2016
"ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","0022-5193","1095-8541",2.113,2016
"UNIV CHICAGO PRESS","0022-3808","1537-534X",3.923,2016
"ELSEVIER SCIENCE BV","0375-9474","1873-1554",1.916,2016
"ELSEVIER SCIENCE LONDON","0166-2236","1878-108X",11.124,2016
"SOC EXPLORATION GEOPHYSICISTS","0016-8033","1942-2156",2.391,2016
"OXFORD UNIV PRESS","0305-7364","1095-8290",4.041,2016
"WILEY-BLACKWELL","0888-8892","1523-1739",4.842,2016
"WILEY-BLACKWELL","0888-8892","1523-1739",4.842,2016
"WILEY-BLACKWELL","0888-8892","1523-1739",4.842,2016
"IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0885-8977","1937-4208",3.218,2016
"PHYSICIANS POSTGRADUATE PRESS","0160-6689","1555-2101",5.291,2016
"PHYSICIANS POSTGRADUATE PRESS","0160-6689","1555-2101",5.291,2016
"PHYSICIANS POSTGRADUATE PRESS","0160-6689","1555-2101",5.291,2016
"","","",NA,2016
"","","",NA,2016
"","","",NA,2016
"NATURE PUBLISHING GROUP","0028-0836","1476-4687",41.577,2017
"AMER ASSOC ADVANCEMENT SCIENCE","0036-8075","1095-9203",41.058,2017
"NATL ACAD SCIENCES","0027-8424","1091-6490",9.504,2017
"PUBLIC LIBRARY SCIENCE","1932-6203","1932-6203",2.766,2017
"AMER CHEMICAL SOC","0002-7863","1520-5126",14.357,2017
"AMER PHYSICAL SOC","0031-9007","1079-7114",8.839,2017
"AMER SOC BIOCHEMISTRY MOLECULAR BIOLOGY INC","0021-9258","1083-351X",4.011,2017
"AMER PHYSICAL SOC","2469-9950","2469-9969",3.813,2017
"MASSACHUSETTS MEDICAL SOC","0028-4793","1533-4406",79.26,2017
"WILEY-V C H VERLAG GMBH","1433-7851","1521-3773",12.102,2017
"IOP PUBLISHING LTD","0004-637X","1538-4357",5.551,2017
"ELSEVIER SCIENCE INC","0140-6736","1474-547X",53.254,2017
"CELL PRESS","0092-8674","1097-4172",31.398,2017
"CELL PRESS","0092-8674","1097-4172",31.398,2017
"AMER INST PHYSICS","0003-6951","1077-3118",3.495,2017
"AMER INST PHYSICS","0021-9606","1089-7690",2.843,2017
"AMER INST PHYSICS","0021-9606","1089-7690",2.843,2017
"NATURE PUBLISHING GROUP","2045-2322","2045-2322",4.122,2017
"WILEY-V C H VERLAG GMBH","0935-9648","1521-4095",21.95,2017
"WILEY-V C H VERLAG GMBH","0935-9648","1521-4095",21.95,2017
"WILEY-V C H VERLAG GMBH","0935-9648","1521-4095",21.95,2017
"WILEY-V C H VERLAG GMBH","0935-9648","1521-4095",21.95,2017
"WILEY-V C H VERLAG GMBH","0935-9648","1521-4095",21.95,2017
"WILEY-V C H VERLAG GMBH","0935-9648","1521-4095",21.95,2017
"ROYAL SOC CHEMISTRY","1359-7345","1364-548X",6.29,2017
"NATURE PUBLISHING GROUP","2041-1723","2041-1723",12.353,2017
"SOC NEUROSCIENCE","0270-6474","1529-2401",5.971,2017
"AMER CHEMICAL SOC","0009-2665","1520-6890",52.613,2017
"OXFORD UNIV PRESS","0305-1048","1362-4962",11.561,2017
"AMER SOC HEMATOLOGY","0006-4971","1528-0020",15.132,2017
"LIPPINCOTT WILLIAMS & WILKINS","0009-7322","1524-4539",18.881,2017
"LIPPINCOTT WILLIAMS & WILKINS","0009-7322","1524-4539",18.881,2017
"AMER PHYSICAL SOC","2470-0010","2470-0029",4.394,2017
"AMER PHYSICAL SOC","2470-0010","2470-0029",4.394,2017
"AMER INST PHYSICS","0021-8979","1089-7550",2.176,2017
"AMER CHEMICAL SOC","0013-936X","1520-5851",6.653,2017
"AMER CHEMICAL SOC","0013-936X","1520-5851",6.653,2017
"AMER SOC CLINICAL ONCOLOGY","0732-183X","1527-7755",26.36,2017
"AMER CHEMICAL SOC","1530-6984","1530-6992",12.08,2017
"AMER CHEMICAL SOC","1530-6984","1530-6992",12.08,2017
"AMER CHEMICAL SOC","1530-6984","1530-6992",12.08,2017
"AMER CHEMICAL SOC","1530-6984","1530-6992",12.08,2017
"AMER CHEMICAL SOC","1530-6984","1530-6992",12.08,2017
"AMER CHEMICAL SOC","1530-6984","1530-6992",12.08,2017
"AMER MEDICAL ASSOC","0098-7484","1538-3598",47.661,2017
"OXFORD UNIV PRESS","0035-8711","1365-2966",5.194,2017
"AMER CHEMICAL SOC","1932-7447","1932-7455",4.484,2017
"AMER CHEMICAL SOC","1932-7447","1932-7455",4.484,2017
"AMER CHEMICAL SOC","1932-7447","1932-7455",4.484,2017
"AMER ASSOC CANCER RESEARCH","0008-5472","1538-7445",9.13,2017
"AMER CHEMICAL SOC","1936-0851","1936-086X",13.709,2017
"AMER CHEMICAL SOC","1936-0851","1936-086X",13.709,2017
"AMER CHEMICAL SOC","1936-0851","1936-086X",13.709,2017
"AMER CHEMICAL SOC","1936-0851","1936-086X",13.709,2017
"AMER ASSOC IMMUNOLOGISTS","0022-1767","1550-6606",4.539,2017
"ROYAL SOC CHEMISTRY","2046-2069","2046-2069",2.936,2017
"ROYAL SOC CHEMISTRY","0306-0012","1460-4744",40.182,2017
"AMER CHEMICAL SOC","0003-2700","1520-6882",6.042,2017
"AMER CHEMICAL SOC","1944-8244","1944-8252",8.097,2017
"AMER CHEMICAL SOC","1944-8244","1944-8252",8.097,2017
"EDP SCIENCES S A","1432-0746","1432-0746",5.565,2017
"AMER CHEMICAL SOC","0743-7463","1520-5827",3.789,2017
"AMER CHEMICAL SOC","0743-7463","1520-5827",3.789,2017
"AMER CHEMICAL SOC","0743-7463","1520-5827",3.789,2017
"AMER CHEMICAL SOC","1520-6106","1520-5207",3.146,2017
"ELSEVIER SCIENCE BV","0378-7753","1873-2755",6.945,2017
"ELSEVIER SCIENCE BV","0378-7753","1873-2755",6.945,2017
"ELSEVIER SCIENCE BV","0378-7753","1873-2755",6.945,2017
"ELSEVIER SCIENCE BV","0378-7753","1873-2755",6.945,2017
"AMER PHYSICAL SOC","2469-9926","2469-9934",2.909,2017
"AMER PHYSICAL SOC","2469-9926","2469-9934",2.909,2017
"BMJ PUBLISHING GROUP","1756-1833","1756-1833",23.562,2017
"ELSEVIER SCI LTD","0142-9612","1878-5905",8.806,2017
"ELSEVIER SCI LTD","0142-9612","1878-5905",8.806,2017
"AMER SOC CLINICAL INVESTIGATION INC","0021-9738","1558-8238",13.251,2017
"AMER CHEMICAL SOC","0024-9297","1520-5835",5.914,2017
"OPTICAL SOC AMER","1094-4087","N/A",3.356,2017
"AMER CHEMICAL SOC","0021-8561","1520-5118",3.412,2017
"AMER CHEMICAL SOC","0021-8561","1520-5118",3.412,2017
"AMER CHEMICAL SOC","0021-8561","1520-5118",3.412,2017
"ELSEVIER SCI LTD","0960-8524","1873-2976",5.807,2017
"ELSEVIER SCI LTD","0960-8524","1873-2976",5.807,2017
"ELSEVIER SCI LTD","0960-8524","1873-2976",5.807,2017
"AMER CHEMICAL SOC","0897-4756","1520-5002",9.89,2017
"AMER CHEMICAL SOC","0897-4756","1520-5002",9.89,2017
"AMER CHEMICAL SOC","0022-3263","1520-6904",4.805,2017
"AMER SOC MICROBIOLOGY","0099-2240","1098-5336",3.633,2017
"AMER SOC MICROBIOLOGY","0099-2240","1098-5336",3.633,2017
"ELSEVIER SCIENCE INC","0735-1097","1558-3597",16.834,2017
"PERGAMON-ELSEVIER SCIENCE LTD","0013-4686","1873-3859",5.116,2017
"ROYAL SOC CHEMISTRY","1463-9076","1463-9084",3.906,2017
"ROYAL SOC CHEMISTRY","1463-9076","1463-9084",3.906,2017
"AMER CHEMICAL SOC","1523-7060","1523-7052",6.492,2017
"OXFORD UNIV PRESS","1367-4803","1367-4811",5.481,2017
"OXFORD UNIV PRESS","1367-4803","1367-4811",5.481,2017
"OXFORD UNIV PRESS","1367-4803","1367-4811",5.481,2017
"AMER PHYSICAL SOC","2470-0045","2470-0053",2.284,2017
"AMER PHYSICAL SOC","2470-0045","2470-0053",2.284,2017
"ROYAL SOC CHEMISTRY","2050-7488","2050-7496",9.931,2017
"ROYAL SOC CHEMISTRY","2050-7488","2050-7496",9.931,2017
"ROYAL SOC CHEMISTRY","2050-7488","2050-7496",9.931,2017
"NATURE PUBLISHING GROUP","1061-4036","1546-1718",27.125,2017
"WILEY-V C H VERLAG GMBH","0947-6539","1521-3765",5.16,2017
"ACADEMIC PRESS INC ELSEVIER SCIENCE","1053-8119","1095-9572",5.426,2017
"ACADEMIC PRESS INC ELSEVIER SCIENCE","1053-8119","1095-9572",5.426,2017
"ACADEMIC PRESS INC ELSEVIER SCIENCE","1053-8119","1095-9572",5.426,2017
"AMER CHEMICAL SOC","0020-1669","1520-510X",4.7,2017
"NATURE PUBLISHING GROUP","1476-1122","1476-4660",39.235,2017
"NATURE PUBLISHING GROUP","1476-1122","1476-4660",39.235,2017
"NATURE PUBLISHING GROUP","1476-1122","1476-4660",39.235,2017
"NATURE PUBLISHING GROUP","1476-1122","1476-4660",39.235,2017
"AMER GEOPHYSICAL UNION","0094-8276","1944-8007",4.339,2017
"ELSEVIER SCI LTD","0308-8146","1873-7072",4.946,2017
"ELSEVIER SCI LTD","0308-8146","1873-7072",4.946,2017
"ELSEVIER SCI LTD","0308-8146","1873-7072",4.946,2017
"CELL PRESS","0896-6273","1097-4199",14.319,2017
"AMER SOC MICROBIOLOGY","0022-538X","1098-5514",4.368,2017
"LIPPINCOTT WILLIAMS & WILKINS","0028-3878","1526-632X",8.055,2017
"ELSEVIER SCIENCE BV","0304-3894","1873-3336",6.434,2017
"ELSEVIER SCIENCE BV","0304-3894","1873-3336",6.434,2017
"ELSEVIER SCIENCE SA","0925-8388","1873-4669",3.779,2017
"ELSEVIER SCIENCE SA","0925-8388","1873-4669",3.779,2017
"ELSEVIER SCIENCE SA","0925-8388","1873-4669",3.779,2017
"SPRINGER","1029-8479","1029-8479",5.541,2017
"AMER ASSOC CANCER RESEARCH","1078-0432","1557-3265",10.199,2017
"ACADEMIC PRESS INC ELSEVIER SCIENCE","0006-291X","1090-2104",2.559,2017
"ACADEMIC PRESS INC ELSEVIER SCIENCE","0006-291X","1090-2104",2.559,2017
"WILEY-V C H VERLAG GMBH","1616-301X","1616-3028",13.325,2017
"WILEY-V C H VERLAG GMBH","1616-301X","1616-3028",13.325,2017
"WILEY-V C H VERLAG GMBH","1616-301X","1616-3028",13.325,2017
"WILEY-V C H VERLAG GMBH","1616-301X","1616-3028",13.325,2017
"WILEY-V C H VERLAG GMBH","1616-301X","1616-3028",13.325,2017
"WILEY-V C H VERLAG GMBH","1616-301X","1616-3028",13.325,2017
"ROYAL SOC CHEMISTRY","2040-3364","2040-3372",7.233,2017
"ROYAL SOC CHEMISTRY","2040-3364","2040-3372",7.233,2017
"ROYAL SOC CHEMISTRY","2040-3364","2040-3372",7.233,2017
"ROYAL SOC CHEMISTRY","2040-3364","2040-3372",7.233,2017
"OXFORD UNIV PRESS INC","0021-972X","1945-7197",5.789,2017
"AMER ACAD PEDIATRICS","0031-4005","1098-4275",5.515,2017
"PERGAMON-ELSEVIER SCIENCE LTD","0043-1354","1879-2448",7.051,2017
"PERGAMON-ELSEVIER SCIENCE LTD","0043-1354","1879-2448",7.051,2017
"PERGAMON-ELSEVIER SCIENCE LTD","0043-1354","1879-2448",7.051,2017
"AMER CHEMICAL SOC","0006-2960","1520-4995",2.997,2017
"ELSEVIER SCIENCE BV","0169-4332","1873-5584",4.439,2017
"ELSEVIER SCIENCE BV","0169-4332","1873-5584",4.439,2017
"ELSEVIER SCIENCE BV","0169-4332","1873-5584",4.439,2017
"ELSEVIER SCIENCE BV","0169-4332","1873-5584",4.439,2017
"NATURE PUBLISHING GROUP","1078-8956","1546-170X",32.621,2017
"NATURE PUBLISHING GROUP","1078-8956","1546-170X",32.621,2017
"NATURE PUBLISHING GROUP","1078-8956","1546-170X",32.621,2017
"AMER SOC PLANT BIOLOGISTS","0032-0889","1532-2548",5.949,2017
"PERGAMON-ELSEVIER SCIENCE LTD","0360-3199","1879-3487",4.229,2017
"PERGAMON-ELSEVIER SCIENCE LTD","0360-3199","1879-3487",4.229,2017
"PERGAMON-ELSEVIER SCIENCE LTD","0360-3199","1879-3487",4.229,2017
"ELSEVIER SCIENCE SA","1385-8947","1873-3212",6.735,2017
"ELSEVIER SCIENCE SA","1385-8947","1873-3212",6.735,2017
"W B SAUNDERS CO-ELSEVIER INC","0016-5085","1528-0012",20.773,2017
"ROYAL SOC CHEMISTRY","1754-5692","1754-5706",30.067,2017
"ROYAL SOC CHEMISTRY","1754-5692","1754-5706",30.067,2017
"ROYAL SOC CHEMISTRY","1754-5692","1754-5706",30.067,2017
"ROYAL SOC CHEMISTRY","1754-5692","1754-5706",30.067,2017
"ELSEVIER SCIENCE BV","0048-9697","1879-1026",4.61,2017
"ELECTROCHEMICAL SOC INC","0013-4651","1945-7111",3.662,2017
"ELECTROCHEMICAL SOC INC","0013-4651","1945-7111",3.662,2017
"AMER CHEMICAL SOC","0022-2623","1520-4804",6.253,2017
"AMER PSYCHOLOGICAL ASSOC","0022-3514","1939-1315",5.733,2017
"ROCKEFELLER UNIV PRESS","0021-9525","1540-8140",8.784,2017
"ELSEVIER SCIENCE SA","0921-5093","1873-4936",3.414,2017
"ELSEVIER SCIENCE SA","0921-5093","1873-4936",3.414,2017
"ELSEVIER SCIENCE SA","0921-5093","1873-4936",3.414,2017
"WILEY","0008-543X","1097-0142",6.537,2017
"ROYAL SOC CHEMISTRY","1477-9226","1477-9234",4.099,2017
"AMER CHEMICAL SOC","0888-5885","1520-5045",3.141,2017
"AMER DIABETES ASSOC","0149-5992","1935-5548",13.397,2017
"WILEY","0261-4189","1460-2075",10.557,2017
