"Name","Web of Science Documents","% Docs Cited","Category Normalized Citation Impact","International Collaborations","Gold Documents","Domestic Collaborations","State or Province","Corresponding Author (2008-2024)","Times Cited without Self-Citations","H-Index without Self-Citations","Year"
"Midwestern University - College of Health Sciences - Illinois",8,62.5,0.35215,0,2,6,"ILLINOIS, USA",1,55,4,2016
"Santa Rosa Junior College",19,31.58,0.902705263157895,2,0,3,"CALIFORNIA, USA",13,305,4,2016
"Universidad Metropolitana (UMET)",19,31.58,0.353415789473684,5,1,3,"PUERTO RICO, USA",6,105,4,2016
"Ursuline College",11,36.36,0.393927272727273,0,0,6,"OHIO, USA",4,69,4,2016
"Kent State University Ashtabula",4,100,1.064525,1,1,2,"OHIO, USA",3,44,4,2016
"Dine College",6,66.67,0.6905,0,2,6,"ARIZONA, USA",5,76,4,2016
"Northwest Indian College",6,83.33,0.9106,1,0,4,"WASHINGTON, USA",2,105,4,2016
"Bloomfield College",7,57.14,0.777928571428571,2,0,1,"NEW JERSEY, USA",5,129,4,2016
"De Anza College",36,19.44,0.529130555555556,1,0,7,"CALIFORNIA, USA",30,144,4,2016
"Concordia University Irvine",8,75,0.4273125,1,0,2,"CALIFORNIA, USA",7,37,3,2016
"Fresno Pacific University",8,50,0.5749125,1,0,3,"CALIFORNIA, USA",4,31,3,2016
"Southern California Seminary",4,100,0.5486,1,2,0,"CALIFORNIA, USA",4,22,3,2016
"University West - USA",3,100,1.99136666666667,1,1,0,"CALIFORNIA, USA",2,79,3,2016
"Georgia Southwestern State University",10,60,0.18363,1,0,4,"GEORGIA, USA",7,31,3,2016
"Piedmont University",5,80,0.5511,0,0,4,"GEORGIA, USA",2,35,3,2016
"Judson University",9,55.56,0.464222222222222,1,1,2,"ILLINOIS, USA",7,65,3,2016
"Trinity International University",13,53.85,0.393292307692308,0,1,4,"ILLINOIS, USA",9,49,3,2016
"Bethel University",3,100,0.545666666666667,1,1,2,"TENNESSEE, USA",2,41,3,2016
"Grambling State University",14,42.86,0.222185714285714,1,0,8,"LOUISIANA, USA",5,128,3,2016
"Northwestern Health Sciences University",4,100,0.4817,1,0,3,"MINNESOTA, USA",1,42,3,2016
"Belhaven University",8,62.5,0.68885,1,0,5,"MISSISSIPPI, USA",3,54,3,2016
"Mississippi College",8,50,0.3046,1,1,2,"MISSISSIPPI, USA",6,41,3,2016
"Montana State University Northern",4,75,0.948,0,0,4,"MONTANA, USA",0,70,3,2016
"Southwestern College",5,80,0.79114,0,0,4,"NEW MEXICO, USA",1,75,3,2016
"Western New Mexico University",8,62.5,0.2812625,1,1,2,"NEW MEXICO, USA",7,29,3,2016
"University of Mount Saint Vincent",6,83.33,0.586733333333333,1,1,2,"NEW YORK, USA",3,18,3,2016
"Jewish Theology Seminary America",47,29.79,0.340657446808511,0,1,2,"NEW YORK, USA",44,39,3,2016
"Muskingum University",19,47.37,0.244173684210526,0,1,4,"OHIO, USA",16,29,3,2016
"Shawnee State University",14,57.14,0.325342857142857,3,0,4,"OHIO, USA",6,64,3,2016
"Wilmington College - Ohio",4,100,0.3435,0,0,3,"OHIO, USA",3,48,3,2016
"East Central University",6,50,0.28945,0,1,4,"OKLAHOMA, USA",3,28,3,2016
"Hardin Simmons University",5,60,0.363,0,1,1,"TEXAS, USA",3,29,3,2016
"Schreiner University",9,33.33,0.268822222222222,0,1,2,"TEXAS, USA",8,26,3,2016
"Mary Baldwin University",22,22.73,0.151509090909091,2,0,0,"VIRGINIA, USA",19,36,3,2016
"Heritage University",8,62.5,0.8927875,2,1,2,"WASHINGTON, USA",2,51,3,2016
"Mount Mary University",8,62.5,0.303075,2,1,3,"WISCONSIN, USA",5,52,3,2016
"California Maritime Academy",3,100,7.685,2,0,1,"CALIFORNIA, USA",0,501,3,2016
"University of Maine Augusta",4,100,0.583025,0,1,2,"MAINE, USA",2,40,3,2016
"University of Montana Western",7,57.14,0.389442857142857,0,0,5,"MONTANA, USA",4,45,3,2016
"SUNY Purchase College",5,80,0.99406,0,1,2,"NEW YORK, USA",3,40,3,2016
"Troy University Dothan",6,66.67,0.6244,0,0,5,"ALABAMA, USA",3,18,3,2016
"Troy University Montgomery",7,57.14,0.394542857142857,4,0,3,"ALABAMA, USA",3,28,3,2016
"Johnson C Smith University",8,50,0.465025,1,2,4,"NORTH CAROLINA, USA",6,69,3,2016
"Utah State University College of Eastern Utah",5,80,0.59192,1,0,3,"UTAH, USA",4,46,3,2016
"College of Coastal Georgia",6,83.33,0.80285,0,0,4,"GEORGIA, USA",5,34,3,2016
"Georgia Perimeter College",23,17.39,0.171182608695652,0,1,7,"GEORGIA, USA",15,54,3,2016
"Cuyahoga Community College",6,100,1.30476666666667,0,1,6,"OHIO, USA",3,143,3,2016
"Antioch College",9,33.33,0.290833333333333,1,0,2,"OHIO, USA",6,47,3,2016
"Antioch University Midwest",12,75,0.298358333333333,5,0,4,"OHIO, USA",6,59,3,2016
"Monmouth College",20,20,0.19128,2,0,3,"ILLINOIS, USA",11,50,3,2016
"Huston-Tillotson University",10,40,0.41536,4,1,0,"TEXAS, USA",5,93,3,2016
"Livingstone College",7,57.14,1.03797142857143,0,0,6,"NORTH CAROLINA, USA",1,21,3,2016
"Philander Smith College",3,100,2.66706666666667,0,1,1,"ARKANSAS, USA",3,38,3,2016
"Stillman College",9,44.44,0.239866666666667,0,0,3,"ALABAMA, USA",4,40,3,2016
"Kent State University Trumbull",4,75,2.61405,3,1,0,"OHIO, USA",3,72,3,2016
"Southeastern University Florida",16,37.5,1.27803125,1,0,5,"FLORIDA, USA",12,33,3,2016
"St. Thomas University",14,64.29,0.168492857142857,7,0,7,"FLORIDA, USA",7,43,3,2016
"Kapiolani Community College",6,66.67,0.294666666666667,1,2,4,"HAWAII, USA",1,29,3,2016
"American River College",6,50,0.354183333333333,2,0,1,"CALIFORNIA, USA",4,52,3,2016
"City College of San Francisco",8,62.5,0.52595,0,0,3,"CALIFORNIA, USA",6,16,3,2016
"Laney College",10,40,1.64581,3,0,1,"CALIFORNIA, USA",6,432,3,2016
"Eastern Oklahoma State College",9,66.67,0.131066666666667,0,0,9,"OKLAHOMA, USA",7,11,3,2016
"Pontifical Catholic University of Puerto Rico",17,29.41,0.947547058823529,1,1,6,"PUERTO RICO, USA",5,56,3,2016
"Faulkner University",9,44.44,0.185177777777778,1,1,0,"ALABAMA, USA",8,23,2,2016
"Holy Names University",7,71.43,0.362085714285714,0,0,2,"CALIFORNIA, USA",5,18,2,2016
"Keck Graduate Institute of Applied Life Sciences",3,100,0.3126,2,1,0,"CALIFORNIA, USA",3,22,2,2016
"Notre Dame de Namur University",14,35.71,0.164642857142857,0,0,2,"CALIFORNIA, USA",12,48,2,2016
"Pacific Union College",6,50,0.991566666666667,0,0,2,"CALIFORNIA, USA",3,8,2,2016
"Simpson University",5,60,0.50554,1,2,3,"CALIFORNIA, USA",2,27,2,2016
"Adams State University",15,26.67,0.897106666666667,4,0,5,"COLORADO, USA",4,132,2,2016
"Wilmington University",3,66.67,0.4417,2,0,0,"DELAWARE, USA",2,31,2,2016
"University of Saint Francis",15,53.33,0.264586666666667,0,0,9,"ILLINOIS, USA",13,84,2,2016
"Goshen College",8,37.5,0.92475,3,0,1,"INDIANA, USA",4,265,2,2016
"Briar Cliff University",6,50,0.392333333333333,0,0,3,"IOWA, USA",4,37,2,2016
"University of the Cumberlands",8,37.5,0.5465625,1,0,2,"KENTUCKY, USA",4,145,2,2016
"American International College",8,50,0.572675,0,1,1,"MASSACHUSETTS, USA",7,133,2,2016
"Massachusetts College Art & Design",4,50,1.327175,0,0,2,"MASSACHUSETTS, USA",3,23,2,2016
"Nyack College",6,50,0.3602,0,0,2,"NEW YORK, USA",5,35,2,2016
"Lake Erie College",5,60,0.83342,0,0,1,"OHIO, USA",5,28,2,2016
"Mount Carmel College of Nursing",8,25,0.462775,0,0,2,"OHIO, USA",5,51,2,2016
"Tiffin University",5,40,0.28944,1,0,2,"OHIO, USA",2,24,2,2016
"Mansfield University - Pennsylvania",13,30.77,0.236376923076923,2,1,3,"PENNSYLVANIA, USA",10,22,2,2016
"Southern Adventist University",10,40,2.22088,2,0,5,"TENNESSEE, USA",2,31,2,2016
"Dallas Baptist University",10,40,0.19111,0,0,4,"TEXAS, USA",7,19,2,2016
"Southwestern Adventist University",3,100,0.158566666666667,1,1,2,"TEXAS, USA",2,11,2,2016
"Virginia Union University",4,50,0.330725,1,1,2,"VIRGINIA, USA",2,42,2,2016
"University of Charleston",7,71.43,1.3082,1,0,4,"WEST VIRGINIA, USA",2,414,2,2016
"Alverno College",11,45.45,0.0650818181818182,0,1,5,"WISCONSIN, USA",7,12,2,2016
"Cardinal Stritch University",6,50,0.187583333333333,0,0,4,"WISCONSIN, USA",3,8,2,2016
"Polytechnic University Puerto Rico",3,66.67,0.222033333333333,1,1,0,"PUERTO RICO, USA",1,14,2,2016
"Universidad Ana G. Mendez",4,75,0.227725,1,0,2,"PUERTO RICO, USA",2,11,2,2016
"Indiana University - Purdue University Columbus",8,75,0.3254625,1,0,5,"INDIANA, USA",3,50,2,2016
"University of Maine Fort Kent",4,75,0.29385,2,1,0,"MAINE, USA",3,26,2,2016
"Massachusetts Maritime Academy",10,30,0.05409,2,0,2,"MASSACHUSETTS, USA",7,11,2,2016
"University of Puerto Rico at Carolina",6,33.33,0.293766666666667,0,1,5,"PUERTO RICO, USA",0,51,2,2016
"University of Puerto Rico at Ponce",19,21.05,1.42592631578947,0,0,18,"PUERTO RICO, USA",0,78,2,2016
"University Hawaii Community College",3,100,1.7538,0,1,2,"HAWAII, USA",2,153,2,2016
"Limestone University",4,75,1.998825,0,0,2,"SOUTH CAROLINA, USA",2,161,2,2016
"East Georgia State College",2,100,0.66695,0,0,2,"GEORGIA, USA",0,31,2,2016
"Georgia Highlands College",2,100,1.9519,0,2,2,"GEORGIA, USA",0,117,2,2016
"Midwestern University - College of Dental Medicine - Arizona",2,100,3.20435,1,0,1,"ARIZONA, USA",0,131,2,2016
"Midwestern University - Arizona College of Optometry",3,66.67,1.158,2,1,1,"ARIZONA, USA",0,58,2,2016
"Lorain County Community College",9,22.22,0.180433333333333,0,1,2,"OHIO, USA",5,47,2,2016
"Sinclair Community College",5,100,0.25166,1,0,3,"OHIO, USA",1,10,2,2016
"Stark State College",6,50,0.511733333333333,0,0,4,"OHIO, USA",2,48,2,2016
"Mercy College of Ohio",3,66.67,0.5393,0,0,2,"OHIO, USA",1,21,2,2016
"Bennett College",2,100,0.4545,1,0,1,"NORTH CAROLINA, USA",0,21,2,2016
"Bluefield State College",3,100,2.94213333333333,1,0,2,"WEST VIRGINIA, USA",1,60,2,2016
"Florida Memorial University",3,66.67,0.138866666666667,1,0,1,"FLORIDA, USA",1,6,2,2016
"Harris-Stowe State University",2,100,0.158,1,1,1,"MISSOURI, USA",0,8,2,2016
"J. F. Drake State Technical College",2,100,0.5015,0,0,2,"ALABAMA, USA",0,8,2,2016
"Paine College",9,55.56,0.0521666666666667,5,0,1,"GEORGIA, USA",3,13,2,2016
"Athens State University",12,25,0.0689083333333333,1,1,4,"ALABAMA, USA",10,20,2,2016
"Aaniiih Nakoda College",2,100,0.38095,0,2,2,"MONTANA, USA",2,25,2,2016
"Salish Kootenai College",3,100,0.6102,2,1,1,"MONTANA, USA",0,29,2,2016
"Institute of American Indian Arts (IAIA)",8,25,0.2332375,1,1,1,"NEW MEXICO, USA",6,11,2,2016
"Sitting Bull College",2,100,0.58185,0,1,2,"NORTH DAKOTA, USA",0,18,2,2016
"College of Menominee Nation",2,100,1.3592,0,0,2,"WISCONSIN, USA",1,30,2,2016
"Keweenaw Bay Ojibwa Community College",2,100,1.5228,2,1,0,"MICHIGAN, USA",0,85,2,2016
"Leeward Community College",5,80,0.87118,0,1,5,"HAWAII, USA",0,29,2,2016
"Highline College",5,40,0.6834,0,0,3,"IOWA, USA",3,68,2,2016
"Seattle Central College",3,66.67,2.11923333333333,0,0,2,"WASHINGTON, USA",2,34,2,2016
"Coastline Community College",2,100,2.78215,0,0,1,"CALIFORNIA, USA",1,16,2,2016
"Richland College",3,66.67,0.589333333333333,2,0,0,"TEXAS, USA",1,20,2,2016
"Middlesex Community College",2,100,0.58545,0,0,2,"MASSACHUSETTS, USA",1,18,2,2016
"Savannah College of Art & Design",14,21.43,0.151242857142857,0,1,2,"GEORGIA, USA",12,8,2,2016
"Pacific Oaks College",1,100,0.2976,0,0,0,"CALIFORNIA, USA",1,3,1,2016
"Thomas Jefferson School Law",9,11.11,0.0171111111111111,9,0,0,"CALIFORNIA, USA",9,1,1,2016
"Hodges University",2,100,0.11415,0,0,2,"FLORIDA, USA",1,5,1,2016
"North Georgia College & State University",1,100,0.6355,0,0,0,"GEORGIA, USA",1,1,1,2016
"Southern Polytechnic State University",1,100,0.3078,0,0,1,"GEORGIA, USA",0,9,1,2016
"William Woods University",3,66.67,0.365966666666667,0,0,2,"MISSOURI, USA",0,17,1,2016
"University of Great Falls",5,20,0.09234,0,0,1,"MONTANA, USA",4,1,1,2016
"Metropolitan College New York",2,50,0.0217,0,0,1,"NEW YORK, USA",1,1,1,2016
"Bluffton University",5,20,0.4419,1,1,0,"OHIO, USA",3,5,1,2016
"Defiance College",2,100,0.29615,0,0,2,"OHIO, USA",1,5,1,2016
"Franklin University",3,33.33,0.7588,1,0,1,"OHIO, USA",2,48,1,2016
"Lourdes University",4,50,0.228675,0,0,0,"OHIO, USA",4,1,1,2016
"Notre Dame College",1,100,0.6615,0,0,1,"OHIO, USA",1,14,1,2016
"Trinity Lutheran Seminary",3,66.67,0.825966666666667,0,0,0,"OHIO, USA",3,5,1,2016
"Union Institute",5,20,0.35342,0,1,1,"OHIO, USA",3,45,1,2016
"Cheyney University of Pennsylvania",1,100,0.4422,0,0,0,"PENNSYLVANIA, USA",1,3,1,2016
"Saint Charles Borromeo Seminary",1,100,0.4956,0,0,0,"PENNSYLVANIA, USA",1,1,1,2016
"Oglala Lakota College",1,100,0.9421,0,1,1,"SOUTH DAKOTA, USA",0,20,1,2016
"Concordia University Texas",2,100,0.46565,0,0,0,"TEXAS, USA",2,6,1,2016
"Howard Payne University",1,100,0.0489,1,1,0,"TEXAS, USA",0,2,1,2016
"Wayland Baptist University",3,66.67,0.404266666666667,1,0,0,"TEXAS, USA",2,7,1,2016
"Michael Reese Hospital & Medical Center",1,100,0.5136,0,0,1,"ILLINOIS, USA",0,9,1,2016
"New Brunswick Laboratory",2,50,0.5298,2,0,0,"ILLINOIS, USA",2,15,1,2016
"Louisiana State University at Eunice",2,100,0.13785,0,0,2,"LOUISIANA, USA",1,3,1,2016
"Great Basin College",2,50,0.0802,1,2,1,"NEVADA, USA",2,5,1,2016
"Truckee Meadows Community College",2,100,1.3357,1,0,0,"NEVADA, USA",1,69,1,2016
"Oklahoma State University Institute of Technology",3,33.33,0.0282666666666667,0,0,1,"OKLAHOMA, USA",2,3,1,2016
"University of Puerto Rico at Utuado",2,100,1.5847,0,0,1,"PUERTO RICO, USA",1,2,1,2016
"University of South Carolina Lancaster",10,40,0.80006,0,0,5,"SOUTH CAROLINA, USA",6,5,1,2016
"Alfred State College",3,33.33,0.0917666666666667,1,0,0,"NEW YORK, USA",2,11,1,2016
"SUNY Canton",3,66.67,0.892966666666667,0,0,2,"NEW YORK, USA",1,60,1,2016
"Morrisville State College",2,50,0.0496,0,0,2,"NEW YORK, USA",2,1,1,2016
"Troy University Phenix City",2,50,0.06005,1,0,0,"ALABAMA, USA",0,3,1,2016
"University of Maine School of Law",2,50,0.02555,0,0,0,"MAINE, USA",2,1,1,2016
"Southeastern Baptist Theological Seminary",4,75,0.67435,0,0,0,"NORTH CAROLINA, USA",2,7,1,2016
"Brandman University",11,9.09,0.0245636363636364,0,0,0,"CALIFORNIA, USA",11,1,1,2016
"Century College",1,100,0.9083,0,0,1,"MINNESOTA, USA",0,16,1,2016
"Atlanta Metropolitan State College",1,100,0.329,0,0,1,"GEORGIA, USA",0,7,1,2016
"Rust College",2,50,0.07985,0,0,1,"MISSISSIPPI, USA",2,2,1,2016
"University of Science & Arts of Oklahoma",4,50,0.24705,1,0,1,"OKLAHOMA, USA",3,14,1,2016
"Michigan State University AgBioResearch",4,25,0.85355,0,0,2,"MICHIGAN, USA",3,17,1,2016
"Lane College",4,50,0.2058,0,0,2,"TENNESSEE, USA",1,15,1,2016
"LeMoyne-Owen College",3,33.33,0.0794333333333333,1,0,1,"TENNESSEE, USA",1,1,1,2016
"Central Ohio Technical College",2,50,0.0345,1,0,0,"OHIO, USA",2,2,1,2016
"Hocking College",3,33.33,0.101166666666667,0,0,1,"OHIO, USA",2,6,1,2016
"Lakeland Community College",7,14.29,0.0645857142857143,0,0,1,"OHIO, USA",6,5,1,2016
"Southern State Community College",1,100,0.6282,0,0,0,"OHIO, USA",1,1,1,2016
"Zane State College",4,50,0.2189,0,0,1,"OHIO, USA",3,16,1,2016
"Cleveland Institute of Art",3,66.67,0.699833333333333,1,0,0,"OHIO, USA",3,2,1,2016
"Columbus College of Art & Design",3,66.67,0.5811,0,0,0,"OHIO, USA",3,3,1,2016
"Methodist Theological School in Ohio",3,33.33,0.991166666666667,0,0,0,"OHIO, USA",3,5,1,2016
"Allen University",1,100,0.6832,0,0,1,"SOUTH CAROLINA, USA",0,23,1,2016
"American Baptist College",1,100,0.0992,0,0,0,"TENNESSEE, USA",0,1,1,2016
"Edward Waters University",2,100,2.5335,1,0,1,"FLORIDA, USA",0,46,1,2016
"Interdenominational Theological Center - Georgia",7,14.29,0.0288857142857143,0,0,7,"GEORGIA, USA",0,1,1,2016
"Miles College",1,100,0.0391,0,0,0,"ALABAMA, USA",0,1,1,2016
"Hellenic American University",2,50,0.0418,1,1,0,"NEW HAMPSHIRE, USA",2,0,1,2016
"Sofia University",2,50,0.1018,0,0,0,"CALIFORNIA, USA",1,1,1,2016
"Dominican University New York",2,50,0.31335,0,0,1,"NEW YORK, USA",1,7,1,2016
"Des Moines Area Community College",3,33.33,1.6205,2,0,1,"IOWA, USA",0,125,1,2016
"Virginia Western Community College",1,100,1.7543,0,0,1,"VIRGINIA, USA",0,46,1,2016
"University of Pittsburgh at Bradford",3,66.67,0.2861,0,0,2,"PENNSYLVANIA, USA",3,13,1,2016
"Haskell Indian Nations University",2,100,0.3485,1,0,1,"KANSAS, USA",1,10,1,2016
"Navajo Technical University",1,100,0.1891,0,0,1,"NEW MEXICO, USA",1,4,1,2016
"Turtle Mountain Community College",2,50,0.05775,0,1,2,"NORTH DAKOTA, USA",1,1,1,2016
"Bay Mills Community College",1,100,0.3486,1,0,0,"MICHIGAN, USA",0,10,1,2016
"Little Priest Tribal College",2,50,0.2906,0,0,2,"NEBRASKA, USA",0,10,1,2016
"Tohono O'Odham Community College",1,100,0.9731,1,0,0,"ARIZONA, USA",0,3,1,2016
"Atlanta Technical College",1,100,0.7715,1,0,0,"GEORGIA, USA",0,28,1,2016
"Baptist Health Sciences University",3,33.33,0.0469666666666667,0,0,1,"TENNESSEE, USA",2,3,1,2016
"Central Georgia Technical College",1,100,1.4977,0,0,1,"GEORGIA, USA",0,29,1,2016
"Prince George's Community College",3,66.67,0.0704,0,0,2,"MARYLAND, USA",3,1,1,2016
"Roxbury Community College",1,100,0.0799,0,0,1,"MASSACHUSETTS, USA",1,2,1,2016
"Honolulu Community College",5,20,0.0706,1,1,0,"HAWAII, USA",4,4,1,2016
"Shoreline Community College",2,50,0.20105,0,0,2,"WASHINGTON, USA",0,7,1,2016
"North Seattle College",4,25,0.75275,0,0,2,"WASHINGTON, USA",2,53,1,2016
"Consumnes River College",1,100,1.8846,0,0,1,"CALIFORNIA, USA",1,19,1,2016
"Irvine Valley College",5,40,0.34588,0,0,1,"CALIFORNIA, USA",3,4,1,2016
"Mt. San Antonio College",3,33.33,0.216966666666667,0,0,1,"CALIFORNIA, USA",3,9,1,2016
"San Diego Mesa College",4,50,0.02905,0,0,2,"CALIFORNIA, USA",3,3,1,2016
"Bunker Hill Community College",2,100,0.8407,0,0,1,"MASSACHUSETTS, USA",1,32,1,2016
"Eastern New Mexico University - Ruidoso",2,50,0.24055,1,1,0,"NEW MEXICO, USA",1,14,1,2016
"Hope International University",1,0,0,0,0,0,"CALIFORNIA, USA",1,0,0,2016
"Masters University",1,0,0,0,0,0,"CALIFORNIA, USA",1,0,0,2016
"Calumet College Saint Joseph",3,0,0,0,1,0,"INDIANA, USA",3,0,0,2016
"Clarke University",1,0,0,0,0,0,"IOWA, USA",1,0,0,2016
"Chadron State College",5,20,0.18118,0,0,1,"NEBRASKA, USA",5,1,0,2016
"Shaw University",1,0,0,0,0,0,"NORTH CAROLINA, USA",1,0,0,2016
"University of Mary",8,12.5,0.0057625,1,0,1,"NORTH DAKOTA, USA",6,1,0,2016
"Athenaeum of Ohio",1,0,0,0,0,0,"OHIO, USA",1,0,0,2016
"University of Northwestern Ohio",2,0,0,0,0,0,"OHIO, USA",2,0,0,2016
"Wilberforce University",1,0,0,0,0,0,"OHIO, USA",0,0,0,2016
"Carson-Newman University",12,0,0,0,0,1,"TENNESSEE, USA",11,0,0,2016
"Trevecca Nazarene University",1,0,0,0,0,0,"TENNESSEE, USA",1,0,0,2016
"Central Texas Medical Center",1,0,0,0,0,1,"TEXAS, USA",0,0,0,2016
"Universidad del Sagrado Corazon",6,0,0,1,0,2,"PUERTO RICO, USA",0,0,0,2016
"Western Nevada College",1,0,0,0,0,0,"NEVADA, USA",1,0,0,2016
"Cincinnati State Technical & Community College",1,0,0,1,0,0,"OHIO, USA",0,0,0,2016
"Clark State Community College",1,0,0,0,0,0,"OHIO, USA",1,0,0,2016
"North Central State College",6,0,0,0,0,0,"OHIO, USA",6,0,0,2016
"Ohio Christian University",1,0,0,0,0,0,"OHIO, USA",1,0,0,2016
"Saint Mary Seminary & Graduate School of Theology",1,0,0,0,0,0,"OHIO, USA",1,0,0,2016
"Jarvis Christian College",1,0,0,1,0,0,"TEXAS, USA",0,0,0,2016
"Morris College",1,0,0,0,0,1,"SOUTH CAROLINA, USA",0,0,0,2016
"Simmons College of Kentucky",1,0,0,0,0,0,"KENTUCKY, USA",1,0,0,2016
"Wiley College",3,0,0,0,0,2,"TEXAS, USA",1,0,0,2016
"Kent State University East Liverpool",2,0,0,0,0,0,"OHIO, USA",1,0,0,2016
"Mt Hood Community College",2,0,0,0,0,1,"OREGON, USA",1,0,0,2016
"Nebraska Indian Community College",1,0,0,0,0,1,"NEBRASKA, USA",0,0,0,2016
"Saginaw Chippewa Tribal College",1,0,0,0,0,1,"MICHIGAN, USA",0,0,0,2016
"City Colleges of Chicago",3,0,0,0,0,0,"ILLINOIS, USA",3,0,0,2016
"Hinds Community College",1,0,0,0,0,0,"MISSISSIPPI, USA",1,0,0,2016
"Holmes Community College",1,0,0,0,0,1,"MISSISSIPPI, USA",1,0,0,2016
"Southern Crescent Technical College",2,0,0,0,0,0,"GEORGIA, USA",2,0,0,2016
"Wayne Community College",2,0,0,0,0,0,"NORTH CAROLINA, USA",0,0,0,2016
"Kauai Community College",1,0,0,0,0,1,"HAWAII, USA",0,0,0,2016
"Windward Community College",3,33.33,0.0448333333333333,1,1,1,"HAWAII, USA",1,0,0,2016
"Pierce College (Washington)",1,100,0.1211,1,0,0,"WASHINGTON, USA",0,3,0,2016
"Chabot College",1,0,0,1,0,0,"CALIFORNIA, USA",0,0,0,2016
"Northern Oklahoma College",9,0,0,0,0,0,"OKLAHOMA, USA",0,0,0,2016
"San Juan College",1,0,0,0,0,1,"NEW MEXICO, USA",0,0,0,2016
"Harvard University",39038,78.13,2.2894802064655,16964,5209,15695,"MASSACHUSETTS, USA",15544,1485730,443,2017
"Stanford University",16280,78.8,2.57647764127764,6690,2047,5748,"CALIFORNIA, USA",6744,734796,332,2017
